Selected Gene,Overlapping Gene,Overlapping Strand,Overlapping Gene name,Overlapping Transcript start (bp),Overlapping Transcript end (bp),Overlapping TSS,Selected Strand,Selected Gene name,Selected Transcript start (bp),Selected Transcript end (bp),Selected TSS,overlap type
ENSG00000262576,ENSG00000204956,1,PCDHGA1,141330514,141512975,141330514,1,PCDHGA4,141355021,141512975,141355021,6.0
ENSG00000262576,ENSG00000081853,1,PCDHGA2,141338760,141512975,141338760,1,PCDHGA4,141355021,141512975,141355021,6.0
ENSG00000262576,ENSG00000254245,1,PCDHGA3,141343829,141512975,141343829,1,PCDHGA4,141355021,141512975,141355021,6.0
ENSG00000262576,ENSG00000254221,1,PCDHGB1,141350099,141512975,141350099,1,PCDHGA4,141355021,141512975,141355021,6.0
ENSG00000253910,ENSG00000204956,1,PCDHGA1,141330514,141512975,141330514,1,PCDHGB2,141359994,141512975,141359994,6.0
ENSG00000253910,ENSG00000081853,1,PCDHGA2,141338760,141512975,141338760,1,PCDHGB2,141359994,141512975,141359994,6.0
ENSG00000253910,ENSG00000254245,1,PCDHGA3,141343829,141512975,141343829,1,PCDHGB2,141359994,141512975,141359994,6.0
ENSG00000253910,ENSG00000254221,1,PCDHGB1,141350099,141512975,141350099,1,PCDHGB2,141359994,141512975,141359994,6.0
ENSG00000253910,ENSG00000262576,1,PCDHGA4,141355021,141512975,141355021,1,PCDHGB2,141359994,141512975,141359994,6.0
ENSG00000253485,ENSG00000204956,1,PCDHGA1,141330514,141512975,141330514,1,PCDHGA5,141364162,141512975,141364162,6.0
ENSG00000253485,ENSG00000081853,1,PCDHGA2,141338760,141512975,141338760,1,PCDHGA5,141364162,141512975,141364162,6.0
ENSG00000253485,ENSG00000254245,1,PCDHGA3,141343829,141512975,141343829,1,PCDHGA5,141364162,141512975,141364162,6.0
ENSG00000253485,ENSG00000254221,1,PCDHGB1,141350099,141512975,141350099,1,PCDHGA5,141364162,141512975,141364162,6.0
ENSG00000253485,ENSG00000262576,1,PCDHGA4,141355021,141512975,141355021,1,PCDHGA5,141364162,141512975,141364162,6.0
ENSG00000253485,ENSG00000253910,1,PCDHGB2,141359994,141512975,141359994,1,PCDHGA5,141364162,141512975,141364162,6.0
ENSG00000262209,ENSG00000204956,1,PCDHGA1,141330514,141512975,141330514,1,PCDHGB3,141370242,141512975,141370242,6.0
ENSG00000262209,ENSG00000081853,1,PCDHGA2,141338760,141512975,141338760,1,PCDHGB3,141370242,141512975,141370242,6.0
ENSG00000262209,ENSG00000254245,1,PCDHGA3,141343829,141512975,141343829,1,PCDHGB3,141370242,141512975,141370242,6.0
ENSG00000262209,ENSG00000254221,1,PCDHGB1,141350099,141512975,141350099,1,PCDHGB3,141370242,141512975,141370242,6.0
ENSG00000262209,ENSG00000262576,1,PCDHGA4,141355021,141512975,141355021,1,PCDHGB3,141370242,141512975,141370242,6.0
ENSG00000262209,ENSG00000253910,1,PCDHGB2,141359994,141512975,141359994,1,PCDHGB3,141370242,141512975,141370242,6.0
ENSG00000262209,ENSG00000253485,1,PCDHGA5,141364162,141512975,141364162,1,PCDHGB3,141370242,141512975,141370242,6.0
ENSG00000253731,ENSG00000204956,1,PCDHGA1,141330514,141512975,141330514,1,PCDHGA6,141373891,141512975,141373891,6.0
ENSG00000253731,ENSG00000081853,1,PCDHGA2,141338760,141512975,141338760,1,PCDHGA6,141373891,141512975,141373891,6.0
ENSG00000253731,ENSG00000254245,1,PCDHGA3,141343829,141512975,141343829,1,PCDHGA6,141373891,141512975,141373891,6.0
ENSG00000253731,ENSG00000254221,1,PCDHGB1,141350099,141512975,141350099,1,PCDHGA6,141373891,141512975,141373891,6.0
ENSG00000253731,ENSG00000262576,1,PCDHGA4,141355021,141512975,141355021,1,PCDHGA6,141373891,141512975,141373891,6.0
ENSG00000253731,ENSG00000253910,1,PCDHGB2,141359994,141512975,141359994,1,PCDHGA6,141373891,141512975,141373891,6.0
ENSG00000253731,ENSG00000253485,1,PCDHGA5,141364162,141512975,141364162,1,PCDHGA6,141373891,141512975,141373891,6.0
ENSG00000253731,ENSG00000262209,1,PCDHGB3,141370242,141512975,141370242,1,PCDHGA6,141373891,141512975,141373891,6.0
ENSG00000253537,ENSG00000204956,1,PCDHGA1,141330514,141512975,141330514,1,PCDHGA7,141382742,141512975,141382742,6.0
ENSG00000253537,ENSG00000081853,1,PCDHGA2,141338760,141512975,141338760,1,PCDHGA7,141382742,141512975,141382742,6.0
ENSG00000253537,ENSG00000254245,1,PCDHGA3,141343829,141512975,141343829,1,PCDHGA7,141382742,141512975,141382742,6.0
ENSG00000253537,ENSG00000254221,1,PCDHGB1,141350099,141512975,141350099,1,PCDHGA7,141382742,141512975,141382742,6.0
ENSG00000253537,ENSG00000262576,1,PCDHGA4,141355021,141512975,141355021,1,PCDHGA7,141382742,141512975,141382742,6.0
ENSG00000253537,ENSG00000253910,1,PCDHGB2,141359994,141512975,141359994,1,PCDHGA7,141382742,141512975,141382742,6.0
ENSG00000253537,ENSG00000253485,1,PCDHGA5,141364162,141512975,141364162,1,PCDHGA7,141382742,141512975,141382742,6.0
ENSG00000253537,ENSG00000262209,1,PCDHGB3,141370242,141512975,141370242,1,PCDHGA7,141382742,141512975,141382742,6.0
ENSG00000253537,ENSG00000253731,1,PCDHGA6,141373891,141512975,141373891,1,PCDHGA7,141382742,141512975,141382742,6.0
ENSG00000253953,ENSG00000204956,1,PCDHGA1,141330514,141512975,141330514,1,PCDHGB4,141387698,141512975,141387698,6.0
ENSG00000253953,ENSG00000081853,1,PCDHGA2,141338760,141512975,141338760,1,PCDHGB4,141387698,141512975,141387698,6.0
ENSG00000253953,ENSG00000254245,1,PCDHGA3,141343829,141512975,141343829,1,PCDHGB4,141387698,141512975,141387698,6.0
ENSG00000253953,ENSG00000254221,1,PCDHGB1,141350099,141512975,141350099,1,PCDHGB4,141387698,141512975,141387698,6.0
ENSG00000253953,ENSG00000262576,1,PCDHGA4,141355021,141512975,141355021,1,PCDHGB4,141387698,141512975,141387698,6.0
ENSG00000253953,ENSG00000253910,1,PCDHGB2,141359994,141512975,141359994,1,PCDHGB4,141387698,141512975,141387698,6.0
ENSG00000253953,ENSG00000253485,1,PCDHGA5,141364162,141512975,141364162,1,PCDHGB4,141387698,141512975,141387698,6.0
ENSG00000253953,ENSG00000262209,1,PCDHGB3,141370242,141512975,141370242,1,PCDHGB4,141387698,141512975,141387698,6.0
ENSG00000253953,ENSG00000253731,1,PCDHGA6,141373891,141512975,141373891,1,PCDHGB4,141387698,141512975,141387698,6.0
ENSG00000253953,ENSG00000253537,1,PCDHGA7,141382742,141512975,141382742,1,PCDHGB4,141387698,141512975,141387698,6.0
ENSG00000253767,ENSG00000204956,1,PCDHGA1,141330514,141512975,141330514,1,PCDHGA8,141392633,141512975,141392633,6.0
ENSG00000253767,ENSG00000081853,1,PCDHGA2,141338760,141512975,141338760,1,PCDHGA8,141392633,141512975,141392633,6.0
ENSG00000253767,ENSG00000254245,1,PCDHGA3,141343829,141512975,141343829,1,PCDHGA8,141392633,141512975,141392633,6.0
ENSG00000253767,ENSG00000254221,1,PCDHGB1,141350099,141512975,141350099,1,PCDHGA8,141392633,141512975,141392633,6.0
ENSG00000253767,ENSG00000262576,1,PCDHGA4,141355021,141512975,141355021,1,PCDHGA8,141392633,141512975,141392633,6.0
ENSG00000253767,ENSG00000253910,1,PCDHGB2,141359994,141512975,141359994,1,PCDHGA8,141392633,141512975,141392633,6.0
ENSG00000253767,ENSG00000253485,1,PCDHGA5,141364162,141512975,141364162,1,PCDHGA8,141392633,141512975,141392633,6.0
ENSG00000253767,ENSG00000262209,1,PCDHGB3,141370242,141512975,141370242,1,PCDHGA8,141392633,141512975,141392633,6.0
ENSG00000253767,ENSG00000253731,1,PCDHGA6,141373891,141512975,141373891,1,PCDHGA8,141392633,141512975,141392633,6.0
ENSG00000253767,ENSG00000253537,1,PCDHGA7,141382742,141512975,141382742,1,PCDHGA8,141392633,141512975,141392633,6.0
ENSG00000253767,ENSG00000253953,1,PCDHGB4,141387698,141512975,141387698,1,PCDHGA8,141392633,141512975,141392633,6.0
ENSG00000261934,ENSG00000204956,1,PCDHGA1,141330514,141512975,141330514,1,PCDHGA9,141402778,141512975,141402778,6.0
ENSG00000261934,ENSG00000081853,1,PCDHGA2,141338760,141512975,141338760,1,PCDHGA9,141402778,141512975,141402778,6.0
ENSG00000261934,ENSG00000254245,1,PCDHGA3,141343829,141512975,141343829,1,PCDHGA9,141402778,141512975,141402778,6.0
ENSG00000261934,ENSG00000254221,1,PCDHGB1,141350099,141512975,141350099,1,PCDHGA9,141402778,141512975,141402778,6.0
ENSG00000261934,ENSG00000262576,1,PCDHGA4,141355021,141512975,141355021,1,PCDHGA9,141402778,141512975,141402778,6.0
ENSG00000261934,ENSG00000253910,1,PCDHGB2,141359994,141512975,141359994,1,PCDHGA9,141402778,141512975,141402778,6.0
ENSG00000261934,ENSG00000253485,1,PCDHGA5,141364162,141512975,141364162,1,PCDHGA9,141402778,141512975,141402778,6.0
ENSG00000261934,ENSG00000262209,1,PCDHGB3,141370242,141512975,141370242,1,PCDHGA9,141402778,141512975,141402778,6.0
ENSG00000261934,ENSG00000253731,1,PCDHGA6,141373891,141512975,141373891,1,PCDHGA9,141402778,141512975,141402778,6.0
ENSG00000261934,ENSG00000253537,1,PCDHGA7,141382742,141512975,141382742,1,PCDHGA9,141402778,141512975,141402778,6.0
ENSG00000261934,ENSG00000253953,1,PCDHGB4,141387698,141512975,141387698,1,PCDHGA9,141402778,141512975,141402778,6.0
ENSG00000261934,ENSG00000253767,1,PCDHGA8,141392633,141512975,141392633,1,PCDHGA9,141402778,141512975,141402778,6.0
ENSG00000261934,ENSG00000276547,1,PCDHGB5,141397947,141512975,141397947,1,PCDHGA9,141402778,141512975,141402778,6.0
ENSG00000253846,ENSG00000204956,1,PCDHGA1,141330514,141512975,141330514,1,PCDHGA10,141412987,141512975,141412987,6.0
ENSG00000253846,ENSG00000081853,1,PCDHGA2,141338760,141512975,141338760,1,PCDHGA10,141412987,141512975,141412987,6.0
ENSG00000253846,ENSG00000254245,1,PCDHGA3,141343829,141512975,141343829,1,PCDHGA10,141412987,141512975,141412987,6.0
ENSG00000253846,ENSG00000254221,1,PCDHGB1,141350099,141512975,141350099,1,PCDHGA10,141412987,141512975,141412987,6.0
ENSG00000253846,ENSG00000262576,1,PCDHGA4,141355021,141512975,141355021,1,PCDHGA10,141412987,141512975,141412987,6.0
ENSG00000253846,ENSG00000253910,1,PCDHGB2,141359994,141512975,141359994,1,PCDHGA10,141412987,141512975,141412987,6.0
ENSG00000253846,ENSG00000253485,1,PCDHGA5,141364162,141512975,141364162,1,PCDHGA10,141412987,141512975,141412987,6.0
ENSG00000253846,ENSG00000262209,1,PCDHGB3,141370242,141512975,141370242,1,PCDHGA10,141412987,141512975,141412987,6.0
ENSG00000253846,ENSG00000253731,1,PCDHGA6,141373891,141512975,141373891,1,PCDHGA10,141412987,141512975,141412987,6.0
ENSG00000253846,ENSG00000253537,1,PCDHGA7,141382742,141512975,141382742,1,PCDHGA10,141412987,141512975,141412987,6.0
ENSG00000253846,ENSG00000253953,1,PCDHGB4,141387698,141512975,141387698,1,PCDHGA10,141412987,141512975,141412987,6.0
ENSG00000253846,ENSG00000253767,1,PCDHGA8,141392633,141512975,141392633,1,PCDHGA10,141412987,141512975,141412987,6.0
ENSG00000253846,ENSG00000276547,1,PCDHGB5,141397947,141512975,141397947,1,PCDHGA10,141412987,141512975,141412987,6.0
ENSG00000253846,ENSG00000261934,1,PCDHGA9,141402778,141512975,141402778,1,PCDHGA10,141412987,141512975,141412987,6.0
ENSG00000253846,ENSG00000253305,1,PCDHGB6,141408021,141512975,141408021,1,PCDHGA10,141412987,141512975,141412987,6.0
ENSG00000254122,ENSG00000204956,1,PCDHGA1,141330514,141512975,141330514,1,PCDHGB7,141417677,141512975,141417677,6.0
ENSG00000254122,ENSG00000081853,1,PCDHGA2,141338760,141512975,141338760,1,PCDHGB7,141417677,141512975,141417677,6.0
ENSG00000254122,ENSG00000254245,1,PCDHGA3,141343829,141512975,141343829,1,PCDHGB7,141417677,141512975,141417677,6.0
ENSG00000254122,ENSG00000254221,1,PCDHGB1,141350099,141512975,141350099,1,PCDHGB7,141417677,141512975,141417677,6.0
ENSG00000254122,ENSG00000262576,1,PCDHGA4,141355021,141512975,141355021,1,PCDHGB7,141417677,141512975,141417677,6.0
ENSG00000254122,ENSG00000253910,1,PCDHGB2,141359994,141512975,141359994,1,PCDHGB7,141417677,141512975,141417677,6.0
ENSG00000254122,ENSG00000253485,1,PCDHGA5,141364162,141512975,141364162,1,PCDHGB7,141417677,141512975,141417677,6.0
ENSG00000254122,ENSG00000262209,1,PCDHGB3,141370242,141512975,141370242,1,PCDHGB7,141417677,141512975,141417677,6.0
ENSG00000254122,ENSG00000253731,1,PCDHGA6,141373891,141512975,141373891,1,PCDHGB7,141417677,141512975,141417677,6.0
ENSG00000254122,ENSG00000253537,1,PCDHGA7,141382742,141512975,141382742,1,PCDHGB7,141417677,141512975,141417677,6.0
ENSG00000254122,ENSG00000253953,1,PCDHGB4,141387698,141512975,141387698,1,PCDHGB7,141417677,141512975,141417677,6.0
ENSG00000254122,ENSG00000253767,1,PCDHGA8,141392633,141512975,141392633,1,PCDHGB7,141417677,141512975,141417677,6.0
ENSG00000254122,ENSG00000276547,1,PCDHGB5,141397947,141512975,141397947,1,PCDHGB7,141417677,141512975,141417677,6.0
ENSG00000254122,ENSG00000261934,1,PCDHGA9,141402778,141512975,141402778,1,PCDHGB7,141417677,141512975,141417677,6.0
ENSG00000254122,ENSG00000253305,1,PCDHGB6,141408021,141512975,141408021,1,PCDHGB7,141417677,141512975,141417677,6.0
ENSG00000254122,ENSG00000253846,1,PCDHGA10,141412987,141512975,141412987,1,PCDHGB7,141417677,141512975,141417677,6.0
ENSG00000253873,ENSG00000204956,1,PCDHGA1,141330514,141512975,141330514,1,PCDHGA11,141421051,141512975,141421051,6.0
ENSG00000253873,ENSG00000081853,1,PCDHGA2,141338760,141512975,141338760,1,PCDHGA11,141421051,141512975,141421051,6.0
ENSG00000253873,ENSG00000254245,1,PCDHGA3,141343829,141512975,141343829,1,PCDHGA11,141421051,141512975,141421051,6.0
ENSG00000253873,ENSG00000254221,1,PCDHGB1,141350099,141512975,141350099,1,PCDHGA11,141421051,141512975,141421051,6.0
ENSG00000253873,ENSG00000262576,1,PCDHGA4,141355021,141512975,141355021,1,PCDHGA11,141421051,141512975,141421051,6.0
ENSG00000253873,ENSG00000253910,1,PCDHGB2,141359994,141512975,141359994,1,PCDHGA11,141421051,141512975,141421051,6.0
ENSG00000253873,ENSG00000253485,1,PCDHGA5,141364162,141512975,141364162,1,PCDHGA11,141421051,141512975,141421051,6.0
ENSG00000253873,ENSG00000262209,1,PCDHGB3,141370242,141512975,141370242,1,PCDHGA11,141421051,141512975,141421051,6.0
ENSG00000253873,ENSG00000253731,1,PCDHGA6,141373891,141512975,141373891,1,PCDHGA11,141421051,141512975,141421051,6.0
ENSG00000253873,ENSG00000253537,1,PCDHGA7,141382742,141512975,141382742,1,PCDHGA11,141421051,141512975,141421051,6.0
ENSG00000253873,ENSG00000253953,1,PCDHGB4,141387698,141512975,141387698,1,PCDHGA11,141421051,141512975,141421051,6.0
ENSG00000253873,ENSG00000253767,1,PCDHGA8,141392633,141512975,141392633,1,PCDHGA11,141421051,141512975,141421051,6.0
ENSG00000253873,ENSG00000276547,1,PCDHGB5,141397947,141512975,141397947,1,PCDHGA11,141421051,141512975,141421051,6.0
ENSG00000253873,ENSG00000261934,1,PCDHGA9,141402778,141512975,141402778,1,PCDHGA11,141421051,141512975,141421051,6.0
ENSG00000253873,ENSG00000253305,1,PCDHGB6,141408021,141512975,141408021,1,PCDHGA11,141421051,141512975,141421051,6.0
ENSG00000253873,ENSG00000253846,1,PCDHGA10,141412987,141512975,141412987,1,PCDHGA11,141421051,141512975,141421051,6.0
ENSG00000253873,ENSG00000254122,1,PCDHGB7,141417677,141512975,141417677,1,PCDHGA11,141421051,141512975,141421051,6.0
ENSG00000253159,ENSG00000204956,1,PCDHGA1,141330514,141512975,141330514,1,PCDHGA12,141430507,141512975,141430507,6.0
ENSG00000253159,ENSG00000081853,1,PCDHGA2,141338760,141512975,141338760,1,PCDHGA12,141430507,141512975,141430507,6.0
ENSG00000253159,ENSG00000254245,1,PCDHGA3,141343829,141512975,141343829,1,PCDHGA12,141430507,141512975,141430507,6.0
ENSG00000253159,ENSG00000254221,1,PCDHGB1,141350099,141512975,141350099,1,PCDHGA12,141430507,141512975,141430507,6.0
ENSG00000253159,ENSG00000262576,1,PCDHGA4,141355021,141512975,141355021,1,PCDHGA12,141430507,141512975,141430507,6.0
ENSG00000253159,ENSG00000253910,1,PCDHGB2,141359994,141512975,141359994,1,PCDHGA12,141430507,141512975,141430507,6.0
ENSG00000253159,ENSG00000253485,1,PCDHGA5,141364162,141512975,141364162,1,PCDHGA12,141430507,141512975,141430507,6.0
ENSG00000253159,ENSG00000262209,1,PCDHGB3,141370242,141512975,141370242,1,PCDHGA12,141430507,141512975,141430507,6.0
ENSG00000253159,ENSG00000253731,1,PCDHGA6,141373891,141512975,141373891,1,PCDHGA12,141430507,141512975,141430507,6.0
ENSG00000253159,ENSG00000253537,1,PCDHGA7,141382742,141512975,141382742,1,PCDHGA12,141430507,141512975,141430507,6.0
ENSG00000253159,ENSG00000253953,1,PCDHGB4,141387698,141512975,141387698,1,PCDHGA12,141430507,141512975,141430507,6.0
ENSG00000253159,ENSG00000253767,1,PCDHGA8,141392633,141512975,141392633,1,PCDHGA12,141430507,141512975,141430507,6.0
ENSG00000253159,ENSG00000276547,1,PCDHGB5,141397947,141512975,141397947,1,PCDHGA12,141430507,141512975,141430507,6.0
ENSG00000253159,ENSG00000261934,1,PCDHGA9,141402778,141512975,141402778,1,PCDHGA12,141430507,141512975,141430507,6.0
ENSG00000253159,ENSG00000253305,1,PCDHGB6,141408021,141512975,141408021,1,PCDHGA12,141430507,141512975,141430507,6.0
ENSG00000253159,ENSG00000253846,1,PCDHGA10,141412987,141512975,141412987,1,PCDHGA12,141430507,141512975,141430507,6.0
ENSG00000253159,ENSG00000254122,1,PCDHGB7,141417677,141512975,141417677,1,PCDHGA12,141430507,141512975,141430507,6.0
ENSG00000253159,ENSG00000253873,1,PCDHGA11,141421051,141512975,141421051,1,PCDHGA12,141430507,141512975,141430507,6.0
ENSG00000240184,ENSG00000204956,1,PCDHGA1,141330514,141512975,141330514,1,PCDHGC3,141475966,141512975,141475966,6.0
ENSG00000240184,ENSG00000081853,1,PCDHGA2,141338760,141512975,141338760,1,PCDHGC3,141475966,141512975,141475966,6.0
ENSG00000240184,ENSG00000254245,1,PCDHGA3,141343829,141512975,141343829,1,PCDHGC3,141475966,141512975,141475966,6.0
ENSG00000240184,ENSG00000254221,1,PCDHGB1,141350099,141512975,141350099,1,PCDHGC3,141475966,141512975,141475966,6.0
ENSG00000240184,ENSG00000262576,1,PCDHGA4,141355021,141512975,141355021,1,PCDHGC3,141475966,141512975,141475966,6.0
ENSG00000240184,ENSG00000253910,1,PCDHGB2,141359994,141512975,141359994,1,PCDHGC3,141475966,141512975,141475966,6.0
ENSG00000240184,ENSG00000253485,1,PCDHGA5,141364162,141512975,141364162,1,PCDHGC3,141475966,141512975,141475966,6.0
ENSG00000240184,ENSG00000262209,1,PCDHGB3,141370242,141512975,141370242,1,PCDHGC3,141475966,141512975,141475966,6.0
ENSG00000240184,ENSG00000253731,1,PCDHGA6,141373891,141512975,141373891,1,PCDHGC3,141475966,141512975,141475966,6.0
ENSG00000240184,ENSG00000253537,1,PCDHGA7,141382742,141512975,141382742,1,PCDHGC3,141475966,141512975,141475966,6.0
ENSG00000240184,ENSG00000253953,1,PCDHGB4,141387698,141512975,141387698,1,PCDHGC3,141475966,141512975,141475966,6.0
ENSG00000240184,ENSG00000253767,1,PCDHGA8,141392633,141512975,141392633,1,PCDHGC3,141475966,141512975,141475966,6.0
ENSG00000240184,ENSG00000276547,1,PCDHGB5,141397947,141512975,141397947,1,PCDHGC3,141475966,141512975,141475966,6.0
ENSG00000240184,ENSG00000261934,1,PCDHGA9,141402778,141512975,141402778,1,PCDHGC3,141475966,141512975,141475966,6.0
ENSG00000240184,ENSG00000253305,1,PCDHGB6,141408021,141512975,141408021,1,PCDHGC3,141475966,141512975,141475966,6.0
ENSG00000240184,ENSG00000253846,1,PCDHGA10,141412987,141512975,141412987,1,PCDHGC3,141475966,141512975,141475966,6.0
ENSG00000240184,ENSG00000254122,1,PCDHGB7,141417677,141512975,141417677,1,PCDHGC3,141475966,141512975,141475966,6.0
ENSG00000240184,ENSG00000253873,1,PCDHGA11,141421051,141512975,141421051,1,PCDHGC3,141475966,141512975,141475966,6.0
ENSG00000240184,ENSG00000253159,1,PCDHGA12,141430507,141512975,141430507,1,PCDHGC3,141475966,141512975,141475966,6.0
ENSG00000242419,ENSG00000204956,1,PCDHGA1,141330514,141512975,141330514,1,PCDHGC4,141485030,141512975,141485030,6.0
ENSG00000242419,ENSG00000081853,1,PCDHGA2,141338760,141512975,141338760,1,PCDHGC4,141485030,141512975,141485030,6.0
ENSG00000242419,ENSG00000254245,1,PCDHGA3,141343829,141512975,141343829,1,PCDHGC4,141485030,141512975,141485030,6.0
ENSG00000242419,ENSG00000254221,1,PCDHGB1,141350099,141512975,141350099,1,PCDHGC4,141485030,141512975,141485030,6.0
ENSG00000242419,ENSG00000262576,1,PCDHGA4,141355021,141512975,141355021,1,PCDHGC4,141485030,141512975,141485030,6.0
ENSG00000242419,ENSG00000253910,1,PCDHGB2,141359994,141512975,141359994,1,PCDHGC4,141485030,141512975,141485030,6.0
ENSG00000242419,ENSG00000253485,1,PCDHGA5,141364162,141512975,141364162,1,PCDHGC4,141485030,141512975,141485030,6.0
ENSG00000242419,ENSG00000262209,1,PCDHGB3,141370242,141512975,141370242,1,PCDHGC4,141485030,141512975,141485030,6.0
ENSG00000242419,ENSG00000253731,1,PCDHGA6,141373891,141512975,141373891,1,PCDHGC4,141485030,141512975,141485030,6.0
ENSG00000242419,ENSG00000253537,1,PCDHGA7,141382742,141512975,141382742,1,PCDHGC4,141485030,141512975,141485030,6.0
ENSG00000242419,ENSG00000253953,1,PCDHGB4,141387698,141512975,141387698,1,PCDHGC4,141485030,141512975,141485030,6.0
ENSG00000242419,ENSG00000253767,1,PCDHGA8,141392633,141512975,141392633,1,PCDHGC4,141485030,141512975,141485030,6.0
ENSG00000242419,ENSG00000276547,1,PCDHGB5,141397947,141512975,141397947,1,PCDHGC4,141485030,141512975,141485030,6.0
ENSG00000242419,ENSG00000261934,1,PCDHGA9,141402778,141512975,141402778,1,PCDHGC4,141485030,141512975,141485030,6.0
ENSG00000242419,ENSG00000253305,1,PCDHGB6,141408021,141512975,141408021,1,PCDHGC4,141485030,141512975,141485030,6.0
ENSG00000242419,ENSG00000253846,1,PCDHGA10,141412987,141512975,141412987,1,PCDHGC4,141485030,141512975,141485030,6.0
ENSG00000242419,ENSG00000254122,1,PCDHGB7,141417677,141512975,141417677,1,PCDHGC4,141485030,141512975,141485030,6.0
ENSG00000242419,ENSG00000253873,1,PCDHGA11,141421051,141512975,141421051,1,PCDHGC4,141485030,141512975,141485030,6.0
ENSG00000242419,ENSG00000253159,1,PCDHGA12,141430507,141512975,141430507,1,PCDHGC4,141485030,141512975,141485030,6.0
ENSG00000242419,ENSG00000240184,1,PCDHGC3,141475966,141512975,141475966,1,PCDHGC4,141485030,141512975,141485030,6.0
