Selected Gene,Selected Gene name,Selected Strand,Selected TSS,Overlapping Gene,Overlapping Gene name,Overlapping Strand,Overlapping TSS
ENSG00000163807,KIAA1143,-1,44761619,ENSG00000163808,KIF15,1,44761794
ENSG00000163808,KIF15,1,44761794,ENSG00000163807,KIAA1143,-1,44761619
ENSG00000075914,EXOSC7,1,44976244,ENSG00000163812,ZDHHC3,-1,44976174
ENSG00000163812,ZDHHC3,-1,44976174,ENSG00000075914,EXOSC7,1,44976244
ENSG00000114573,ATP6V1A,1,113747035,ENSG00000121579,NAA50,-1,113746249
ENSG00000153767,GTF2E1,1,120742744,ENSG00000144840,RABL3,-1,120742516
ENSG00000163939,PBRM1,-1,52685913,ENSG00000163938,GNL3,1,52686032
ENSG00000197885,NKIRAS1,-1,23916990,ENSG00000174748,RPL15,1,23917132
ENSG00000174748,RPL15,1,23917132,ENSG00000197885,NKIRAS1,-1,23916990
ENSG00000169814,BTD,1,15601745,ENSG00000131373,HACL1,-1,15601569
ENSG00000170266,GLB1,-1,33097146,ENSG00000188167,TMPPE,-1,33097146
ENSG00000188167,TMPPE,-1,33097146,ENSG00000170266,GLB1,-1,33097146
ENSG00000178567,EPM2AIP1,-1,36993131,ENSG00000076242,MLH1,1,36993518
ENSG00000076242,MLH1,1,36993518,ENSG00000178567,EPM2AIP1,-1,36993131
ENSG00000163528,CHCHD4,-1,14124870,ENSG00000170876,TMEM43,1,14125052
ENSG00000170876,TMEM43,1,14125052,ENSG00000163528,CHCHD4,-1,14124870
ENSG00000068885,IFT80,-1,160399225,ENSG00000113810,SMC4,1,160399650
ENSG00000113810,SMC4,1,160399650,ENSG00000068885,IFT80,-1,160399225
ENSG00000163029,SMC6,-1,17753810,ENSG00000178295,GEN1,1,17754138
ENSG00000084754,HADHA,-1,26244632,ENSG00000138029,HADHB,1,26244939
ENSG00000178295,GEN1,1,17754138,ENSG00000163029,SMC6,-1,17753810
ENSG00000138029,HADHB,1,26244939,ENSG00000084754,HADHA,-1,26244632
ENSG00000143951,WDPCP,-1,63588477,ENSG00000014641,MDH1,1,63588963
ENSG00000243667,DNAAF10,-1,68157527,ENSG00000115946,PNO1,1,68157888
ENSG00000115946,PNO1,1,68157888,ENSG00000243667,DNAAF10,-1,68157527
ENSG00000115239,ASB3,-1,53786953,ENSG00000068912,ERLEC1,1,53787044
ENSG00000135951,TSGA10,-1,99154942,ENSG00000144182,LIPT1,1,99154967
ENSG00000144021,CIAO1,1,96266225,ENSG00000135956,TMEM127,-1,96265997
ENSG00000186132,C2orf76,-1,119366834,ENSG00000155368,DBI,1,119366977
ENSG00000198142,SOWAHC,1,109614364,ENSG00000186522,SEPTIN10,-1,109613966
ENSG00000136718,IMP4,1,130342897,ENSG00000136710,CCDC115,-1,130342164
ENSG00000186522,SEPTIN10,-1,109613966,ENSG00000198142,SOWAHC,1,109614364
ENSG00000138400,MDH1B,-1,206765328,ENSG00000118246,FASTKD2,1,206765606
ENSG00000118246,FASTKD2,1,206765606,ENSG00000138400,MDH1B,-1,206765328
ENSG00000136710,CCDC115,-1,130342164,ENSG00000136718,IMP4,1,130342897
ENSG00000121988,ZRANB3,-1,135531218,ENSG00000048991,R3HDM1,1,135531484
ENSG00000168397,ATG4B,1,241637693,ENSG00000176946,THAP4,-1,241637158
ENSG00000168385,SEPTIN2,1,241315925,ENSG00000115677,HDLBP,-1,241315672
ENSG00000250565,ATP6V1E2,-1,46542577,ENSG00000119729,RHOQ,1,46542490
ENSG00000119729,RHOQ,1,46542490,ENSG00000250565,ATP6V1E2,-1,46542577
ENSG00000151665,PIGF,-1,46617041,ENSG00000119878,CRIPT,1,46617215
ENSG00000119878,CRIPT,1,46617215,ENSG00000151665,PIGF,-1,46617041
ENSG00000008869,HEATR5B,-1,37084372,ENSG00000152133,GPATCH11,1,37084518
ENSG00000115816,CEBPZ,-1,37231596,ENSG00000003509,NDUFAF7,1,37231658
ENSG00000003509,NDUFAF7,1,37231658,ENSG00000115816,CEBPZ,-1,37231596
ENSG00000005448,WDR54,1,74421730,ENSG00000284308,C2orf81,-1,74421619
ENSG00000115282,TTC31,1,74483081,ENSG00000135637,CCDC142,-1,74482998
ENSG00000135637,CCDC142,-1,74482998,ENSG00000115282,TTC31,1,74483081
ENSG00000115317,HTRA2,1,74529933,ENSG00000115307,AUP1,-1,74529706
ENSG00000115307,AUP1,-1,74529706,ENSG00000115317,HTRA2,1,74529933
ENSG00000132300,PTCD3,1,86106235,ENSG00000068654,POLR1A,-1,86105886
ENSG00000138078,PREPL,-1,44361494,ENSG00000143919,CAMKMT,1,44361947
ENSG00000135956,TMEM127,-1,96265997,ENSG00000144021,CIAO1,1,96266225
ENSG00000163516,ANKZF1,1,219229806,ENSG00000198925,ATG9A,-1,219229636
ENSG00000198925,ATG9A,-1,219229636,ENSG00000163516,ANKZF1,1,219229806
ENSG00000163521,GLB1L,-1,219245444,ENSG00000115661,STK16,1,219245479
ENSG00000115661,STK16,1,219245479,ENSG00000163521,GLB1L,-1,219245444
ENSG00000243910,TUBA4B,1,219253243,ENSG00000127824,TUBA4A,-1,219253918
ENSG00000152082,MZT2B,1,130182262,ENSG00000136699,SMPD4,-1,130181602
ENSG00000153832,FBXO36,1,229922503,ENSG00000153827,TRIP12,-1,229922009
ENSG00000162994,CLHC1,-1,55232293,ENSG00000143947,RPS27A,1,55232688
ENSG00000014641,MDH1,1,63588963,ENSG00000143951,WDPCP,-1,63588477
ENSG00000115234,SNX17,1,27370616,ENSG00000115211,EIF2B4,-1,27370338
ENSG00000115947,ORC4,-1,148020737,ENSG00000204406,MBD5,1,148021091
ENSG00000204406,MBD5,1,148021091,ENSG00000115947,ORC4,-1,148020737
ENSG00000221944,TIGD1,-1,232550557,ENSG00000135930,EIF4E2,1,232550689
ENSG00000144182,LIPT1,1,99154967,ENSG00000135951,TSGA10,-1,99154942
ENSG00000158411,MITD1,-1,99181058,ENSG00000185414,MRPL30,1,99181184
ENSG00000185414,MRPL30,1,99181184,ENSG00000158411,MITD1,-1,99181058
ENSG00000162971,TYW5,-1,199955491,ENSG00000162972,MAIP1,1,199955582
ENSG00000115541,HSPE1,1,197500379,ENSG00000144381,HSPD1,-1,197499840
ENSG00000154479,CFAP210,-1,169694405,ENSG00000144362,PHOSPHO2,1,169694469
ENSG00000144362,PHOSPHO2,1,169694469,ENSG00000154479,CFAP210,-1,169694405
ENSG00000144381,HSPD1,-1,197499840,ENSG00000115541,HSPE1,1,197500379
ENSG00000180228,PRKRA,-1,178451175,ENSG00000204311,PJVK,1,178451378
ENSG00000204311,PJVK,1,178451378,ENSG00000180228,PRKRA,-1,178451175
ENSG00000124006,OBSL1,-1,219571539,ENSG00000123999,INHA,1,219572310
ENSG00000123999,INHA,1,219572310,ENSG00000124006,OBSL1,-1,219571539
ENSG00000138433,CIR1,-1,174395712,ENSG00000144306,SCRN3,1,174395730
ENSG00000144306,SCRN3,1,174395730,ENSG00000138433,CIR1,-1,174395712
ENSG00000163214,DHX57,-1,38875934,ENSG00000188010,MORN2,1,38875976
ENSG00000135913,USP37,-1,218568351,ENSG00000144580,CNOT9,1,218568839
ENSG00000074582,BCS1L,1,218659683,ENSG00000115568,ZNF142,-1,218659623
ENSG00000163481,RNF25,-1,218672002,ENSG00000163482,STK36,1,218672086
ENSG00000163482,STK36,1,218672086,ENSG00000163481,RNF25,-1,218672002
ENSG00000115568,ZNF142,-1,218659623,ENSG00000074582,BCS1L,1,218659683
ENSG00000188760,TMEM198,1,219544028,ENSG00000123989,CHPF,-1,219543809
ENSG00000115318,LOXL3,-1,74553942,ENSG00000115325,DOK1,1,74554720
ENSG00000115993,TRAK2,-1,201451458,ENSG00000082146,STRADB,1,201451740
ENSG00000082146,STRADB,1,201451740,ENSG00000115993,TRAK2,-1,201451458
ENSG00000138092,CENPO,1,24793425,ENSG00000184924,PTRHD1,-1,24793391
ENSG00000143947,RPS27A,1,55232688,ENSG00000162994,CLHC1,-1,55232293
ENSG00000184924,PTRHD1,-1,24793391,ENSG00000138092,CENPO,1,24793425
ENSG00000119013,NDUFB3,1,201072001,ENSG00000155744,HYCC2,-1,201071671
ENSG00000138075,ABCG5,-1,43838839,ENSG00000143921,ABCG8,1,43838971
ENSG00000143921,ABCG8,1,43838971,ENSG00000138075,ABCG5,-1,43838839
ENSG00000138380,CARF,1,202912275,ENSG00000138442,WDR12,-1,202911673
ENSG00000068654,POLR1A,-1,86105886,ENSG00000132300,PTCD3,1,86106235
ENSG00000115827,DCAF17,1,171434226,ENSG00000123600,METTL8,-1,171433990
ENSG00000127824,TUBA4A,-1,219253918,ENSG00000243910,TUBA4B,1,219253243
ENSG00000138381,ASNSD1,1,189661459,ENSG00000286053,ASDURF,1,189661459
ENSG00000286053,ASDURF,1,189661459,ENSG00000138381,ASNSD1,1,189661459
ENSG00000128699,ORMDL1,-1,189784339,ENSG00000064933,PMS1,1,189784450
ENSG00000169031,COL4A3,1,227164624,ENSG00000081052,COL4A4,-1,227164205
ENSG00000081052,COL4A4,-1,227164205,ENSG00000169031,COL4A3,1,227164624
ENSG00000123600,METTL8,-1,171433990,ENSG00000115827,DCAF17,1,171434226
ENSG00000284308,C2orf81,-1,74421619,ENSG00000005448,WDR54,1,74421730
ENSG00000155744,HYCC2,-1,201071671,ENSG00000119013,NDUFB3,1,201072001
ENSG00000138442,WDR12,-1,202911673,ENSG00000138380,CARF,1,202912275
ENSG00000176714,CCDC121,-1,27629012,ENSG00000198522,GPN1,1,27629050
ENSG00000198522,GPN1,1,27629050,ENSG00000176714,CCDC121,-1,27629012
ENSG00000119760,SUPT7L,-1,27663614,ENSG00000163798,SLC4A1AP,1,27663889
ENSG00000196290,NIF3L1,1,200889371,ENSG00000240344,PPIL3,-1,200889077
ENSG00000176946,THAP4,-1,241637158,ENSG00000168397,ATG4B,1,241637693
ENSG00000064933,PMS1,1,189784450,ENSG00000128699,ORMDL1,-1,189784339
ENSG00000138018,SELENOI,1,26346143,ENSG00000173567,ADGRF3,-1,26346789
ENSG00000155368,DBI,1,119366977,ENSG00000186132,C2orf76,-1,119366834
ENSG00000188010,MORN2,1,38875976,ENSG00000163214,DHX57,-1,38875934
ENSG00000173567,ADGRF3,-1,26346789,ENSG00000138018,SELENOI,1,26346143
ENSG00000138074,SLC5A6,-1,27212268,ENSG00000138085,ATRAID,1,27212041
ENSG00000138085,ATRAID,1,27212041,ENSG00000138074,SLC5A6,-1,27212268
ENSG00000023228,NDUFS1,-1,206159444,ENSG00000114942,EEF1B2,1,206159895
ENSG00000114942,EEF1B2,1,206159895,ENSG00000023228,NDUFS1,-1,206159444
ENSG00000127837,AAMP,-1,218270137,ENSG00000127838,PNKD,1,218270519
ENSG00000127838,PNKD,1,218270519,ENSG00000127837,AAMP,-1,218270137
ENSG00000042445,RETSAT,-1,85354528,ENSG00000115459,ELMOD3,1,85354769
ENSG00000115459,ELMOD3,1,85354769,ENSG00000042445,RETSAT,-1,85354528
ENSG00000135930,EIF4E2,1,232550689,ENSG00000221944,TIGD1,-1,232550557
ENSG00000068912,ERLEC1,1,53787044,ENSG00000115239,ASB3,-1,53786953
ENSG00000123989,CHPF,-1,219543809,ENSG00000188760,TMEM198,1,219544028
ENSG00000162972,MAIP1,1,199955582,ENSG00000162971,TYW5,-1,199955491
ENSG00000124370,MCEE,-1,71130229,ENSG00000124383,MPHOSPH10,1,71130634
ENSG00000136699,SMPD4,-1,130181602,ENSG00000152082,MZT2B,1,130182262
ENSG00000152133,GPATCH11,1,37084518,ENSG00000008869,HEATR5B,-1,37084372
ENSG00000115325,DOK1,1,74554720,ENSG00000115318,LOXL3,-1,74553942
ENSG00000115211,EIF2B4,-1,27370338,ENSG00000115234,SNX17,1,27370616
ENSG00000171174,RBKS,-1,27890387,ENSG00000158019,BABAM2,1,27890729
ENSG00000124383,MPHOSPH10,1,71130634,ENSG00000124370,MCEE,-1,71130229
ENSG00000219626,FAM228B,1,24123469,ENSG00000176732,PFN4,-1,24123334
ENSG00000176732,PFN4,-1,24123334,ENSG00000219626,FAM228B,1,24123469
ENSG00000163798,SLC4A1AP,1,27663889,ENSG00000119760,SUPT7L,-1,27663614
ENSG00000162927,PUS10,-1,61018255,ENSG00000162928,PEX13,1,61017720
ENSG00000162928,PEX13,1,61017720,ENSG00000162927,PUS10,-1,61018255
ENSG00000119185,ITGB1BP1,-1,9423528,ENSG00000119203,CPSF3,1,9423654
ENSG00000119203,CPSF3,1,9423654,ENSG00000119185,ITGB1BP1,-1,9423528
ENSG00000153827,TRIP12,-1,229922009,ENSG00000153832,FBXO36,1,229922503
ENSG00000035115,SH3YL1,-1,264032,ENSG00000143727,ACP1,1,264947
ENSG00000143727,ACP1,1,264947,ENSG00000035115,SH3YL1,-1,264032
ENSG00000204923,FBXO48,-1,68467294,ENSG00000169621,APLF,1,68467585
ENSG00000169621,APLF,1,68467585,ENSG00000204923,FBXO48,-1,68467294
ENSG00000240344,PPIL3,-1,200889077,ENSG00000196290,NIF3L1,1,200889371
ENSG00000183513,COA5,-1,98608512,ENSG00000115446,UNC50,1,98608589
ENSG00000115446,UNC50,1,98608589,ENSG00000183513,COA5,-1,98608512
ENSG00000158019,BABAM2,1,27890729,ENSG00000171174,RBKS,-1,27890387
ENSG00000153237,CCDC148,-1,158456753,ENSG00000144283,PKP4,1,158456952
ENSG00000144283,PKP4,1,158456952,ENSG00000153237,CCDC148,-1,158456753
ENSG00000048991,R3HDM1,1,135531484,ENSG00000121988,ZRANB3,-1,135531218
ENSG00000143919,CAMKMT,1,44361947,ENSG00000138078,PREPL,-1,44361494
ENSG00000115687,PASK,-1,241149472,ENSG00000115685,PPP1R7,1,241150467
ENSG00000115685,PPP1R7,1,241150467,ENSG00000115687,PASK,-1,241149472
ENSG00000115677,HDLBP,-1,241315672,ENSG00000168385,SEPTIN2,1,241315925
ENSG00000115425,PECR,-1,216081809,ENSG00000163449,TMEM169,1,216081919
ENSG00000163449,TMEM169,1,216081919,ENSG00000115425,PECR,-1,216081809
ENSG00000144580,CNOT9,1,218568839,ENSG00000135913,USP37,-1,218568351
ENSG00000173614,NMNAT1,1,9943475,ENSG00000162441,LZIC,-1,9943391
ENSG00000157916,RER1,1,2391841,ENSG00000116151,MORN1,-1,2391554
ENSG00000060688,SNRNP40,-1,31296788,ENSG00000121766,ZCCHC17,1,31297032
ENSG00000142684,ZNF593,1,26169908,ENSG00000282872,C1orf232,-1,26168963
ENSG00000282872,C1orf232,-1,26168963,ENSG00000142684,ZNF593,1,26169908
ENSG00000116151,MORN1,-1,2391554,ENSG00000157916,RER1,1,2391841
ENSG00000116205,TCEANC2,1,54053608,ENSG00000116209,TMEM59,-1,54053204
ENSG00000116212,LRRC42,1,53946350,ENSG00000081870,IFT25,-1,53945699
ENSG00000213625,LEPROT,1,65420668,ENSG00000116678,LEPR,1,65420668
ENSG00000203965,EFCAB7,1,63523525,ENSG00000142856,ITGB3BP,-1,63523225
ENSG00000134748,PRPF38A,1,52404602,ENSG00000085840,ORC1,-1,52404423
ENSG00000137944,KYAT3,-1,88992629,ENSG00000213516,RBMXL1,-1,88992629
ENSG00000198198,SZT2,1,43389899,ENSG00000159479,MED8,-1,43389800
ENSG00000196505,GDAP2,-1,117929621,ENSG00000065183,WDR3,1,117929739
ENSG00000065183,WDR3,1,117929739,ENSG00000196505,GDAP2,-1,117929621
ENSG00000163156,SCNM1,1,151166144,ENSG00000163155,LYSMD1,-1,151165902
ENSG00000171943,SRGAP2C,1,121184975,ENSG00000188610,FAM72B,-1,121184340
ENSG00000163155,LYSMD1,-1,151165902,ENSG00000163156,SCNM1,1,151166144
ENSG00000143158,MPC2,-1,167937072,ENSG00000143164,DCAF6,1,167936683
ENSG00000000460,C1orf112,1,169795040,ENSG00000171806,METTL18,-1,169794907
ENSG00000143156,NME7,-1,169367797,ENSG00000117475,BLZF1,1,169368195
ENSG00000047410,TPR,-1,186375253,ENSG00000157181,ODR4,1,186375838
ENSG00000171806,METTL18,-1,169794907,ENSG00000000460,C1orf112,1,169795040
ENSG00000162851,TFB2M,-1,246566261,ENSG00000162852,CNST,1,246566456
ENSG00000143493,INTS7,-1,212035557,ENSG00000143476,DTL,1,212035748
ENSG00000092978,GPATCH2,-1,217631090,ENSG00000162814,SPATA17,1,217631344
ENSG00000162814,SPATA17,1,217631344,ENSG00000092978,GPATCH2,-1,217631090
ENSG00000143476,DTL,1,212035748,ENSG00000143493,INTS7,-1,212035557
ENSG00000121486,TRMT1L,-1,185156953,ENSG00000116668,SWT1,1,185157167
ENSG00000162852,CNST,1,246566456,ENSG00000162851,TFB2M,-1,246566261
ENSG00000116209,TMEM59,-1,54053204,ENSG00000116205,TCEANC2,1,54053608
ENSG00000116668,SWT1,1,185157167,ENSG00000121486,TRMT1L,-1,185156953
ENSG00000116906,GNPAT,1,231241212,ENSG00000143633,C1orf131,-1,231241175
ENSG00000157181,ODR4,1,186375838,ENSG00000047410,TPR,-1,186375253
ENSG00000117697,NSL1,-1,212791777,ENSG00000203705,TATDN3,1,212791894
ENSG00000010072,SPRTN,1,231338293,ENSG00000116903,EXOC8,-1,231337852
ENSG00000203705,TATDN3,1,212791894,ENSG00000117697,NSL1,-1,212791777
ENSG00000116903,EXOC8,-1,231337852,ENSG00000010072,SPRTN,1,231338293
ENSG00000007341,ST7L,-1,112619141,ENSG00000116489,CAPZA1,1,112619832
ENSG00000054282,SDCCAG8,1,243256041,ENSG00000143702,CEP170,-1,243255281
ENSG00000054267,ARID4B,-1,235328179,ENSG00000152904,GGPS1,1,235328570
ENSG00000163463,KRTCAP2,-1,155173304,ENSG00000163462,TRIM46,1,155173849
ENSG00000169231,THBS3,-1,155207897,ENSG00000173171,MTX1,1,155208695
ENSG00000257315,ZBED6,1,203795623,ENSG00000058673,ZC3H11A,1,203795623
ENSG00000058673,ZC3H11A,1,203795623,ENSG00000257315,ZBED6,1,203795623
ENSG00000143633,C1orf131,-1,231241175,ENSG00000116906,GNPAT,1,231241212
ENSG00000132773,TOE1,1,45340170,ENSG00000132781,MUTYH,-1,45339970
ENSG00000280670,CCDC163,-1,45500073,ENSG00000132763,MMACHC,1,45500300
ENSG00000132763,MMACHC,1,45500300,ENSG00000280670,CCDC163,-1,45500073
ENSG00000132676,DAP3,1,155689091,ENSG00000163374,YY1AP1,-1,155688774
ENSG00000160803,UBQLN4,-1,156053798,ENSG00000116586,LAMTOR2,1,156054782
ENSG00000163468,CCT3,-1,156338292,ENSG00000163467,TSACC,1,156338526
ENSG00000116678,LEPR,1,65420668,ENSG00000213625,LEPROT,1,65420668
ENSG00000162521,RBBP4,1,32651208,ENSG00000176261,ZBTB8OS,-1,32650550
ENSG00000116497,S100PBP,1,32817653,ENSG00000134684,YARS1,-1,32817358
ENSG00000126106,TMEM53,-1,44674481,ENSG00000198520,ARMH1,1,44674714
ENSG00000198520,ARMH1,1,44674714,ENSG00000126106,TMEM53,-1,44674481
ENSG00000126107,HECTD3,-1,45011324,ENSG00000126088,UROD,1,45012254
ENSG00000126088,UROD,1,45012254,ENSG00000126107,HECTD3,-1,45011324
ENSG00000162408,NOL9,-1,6554513,ENSG00000173662,TAS1R1,1,6555307
ENSG00000173662,TAS1R1,1,6555307,ENSG00000162408,NOL9,-1,6554513
ENSG00000186063,AIDA,-1,222712491,ENSG00000162819,BROX,1,222712564
ENSG00000162819,BROX,1,222712564,ENSG00000186063,AIDA,-1,222712491
ENSG00000164010,ERMAP,1,42817122,ENSG00000177868,SVBP,-1,42817397
ENSG00000116198,CEP104,-1,3857211,ENSG00000169598,DFFB,1,3857476
ENSG00000169598,DFFB,1,3857476,ENSG00000116198,CEP104,-1,3857211
ENSG00000116747,RO60,1,193059612,ENSG00000116750,UCHL5,-1,193059360
ENSG00000163467,TSACC,1,156338526,ENSG00000163468,CCT3,-1,156338292
ENSG00000243710,CFAP57,1,43172330,ENSG00000117395,EBNA1BP2,-1,43172290
ENSG00000117395,EBNA1BP2,-1,43172290,ENSG00000243710,CFAP57,1,43172330
ENSG00000121766,ZCCHC17,1,31297032,ENSG00000060688,SNRNP40,-1,31296788
ENSG00000142856,ITGB3BP,-1,63523225,ENSG00000203965,EFCAB7,1,63523525
ENSG00000135763,URB2,1,229626247,ENSG00000135801,TAF5L,-1,229626122
ENSG00000085840,ORC1,-1,52404423,ENSG00000134748,PRPF38A,1,52404602
ENSG00000117385,P3H1,-1,42767028,ENSG00000164008,C1orf50,1,42767249
ENSG00000162526,TSSK3,1,32362539,ENSG00000225828,FAM229A,-1,32362485
ENSG00000117593,DARS2,1,173824673,ENSG00000120334,CENPL,-1,173824883
ENSG00000143256,PFDN2,-1,161118037,ENSG00000158793,NIT1,1,161118105
ENSG00000158793,NIT1,1,161118105,ENSG00000143256,PFDN2,-1,161118037
ENSG00000156171,DRAM2,-1,111140093,ENSG00000134255,CEPT1,1,111140223
ENSG00000169291,SHE,-1,154502412,ENSG00000163239,TDRD10,1,154502219
ENSG00000187980,PLA2G2C,-1,20186518,ENSG00000162543,UBXN10,1,20186096
ENSG00000198160,MIER1,1,66924990,ENSG00000152763,DNAI4,-1,66924856
ENSG00000116750,UCHL5,-1,193059360,ENSG00000116747,RO60,1,193059612
ENSG00000081870,IFT25,-1,53945699,ENSG00000116212,LRRC42,1,53946350
ENSG00000213516,RBMXL1,-1,88992629,ENSG00000137944,KYAT3,-1,88992629
ENSG00000134183,GNAT2,-1,109619616,ENSG00000116337,AMPD2,1,109619837
ENSG00000116221,MRPL37,1,54200167,ENSG00000215883,CYB5RL,-1,54200030
ENSG00000163239,TDRD10,1,154502219,ENSG00000169291,SHE,-1,154502412
ENSG00000159479,MED8,-1,43389800,ENSG00000198198,SZT2,1,43389899
ENSG00000116337,AMPD2,1,109619837,ENSG00000134183,GNAT2,-1,109619616
ENSG00000143319,ISG20L2,-1,156728766,ENSG00000143303,METTL25B,1,156728469
ENSG00000143303,METTL25B,1,156728469,ENSG00000143319,ISG20L2,-1,156728766
ENSG00000156876,SASS6,-1,100132930,ENSG00000122435,TRMT13,1,100133163
ENSG00000162620,LRRIQ3,-1,74198176,ENSG00000254685,FPGT,1,74198242
ENSG00000116791,CRYZ,-1,74733050,ENSG00000162623,TYW3,1,74733152
ENSG00000162623,TYW3,1,74733152,ENSG00000116791,CRYZ,-1,74733050
ENSG00000184260,H2AC20,1,149886918,ENSG00000184678,H2BC21,-1,149886682
ENSG00000184678,H2BC21,-1,149886682,ENSG00000184260,H2AC20,1,149886918
ENSG00000163374,YY1AP1,-1,155688774,ENSG00000132676,DAP3,1,155689091
ENSG00000143740,SNAP47,1,227735435,ENSG00000081692,JMJD4,-1,227735302
ENSG00000081692,JMJD4,-1,227735302,ENSG00000143740,SNAP47,1,227735435
ENSG00000173171,MTX1,1,155208695,ENSG00000169231,THBS3,-1,155207897
ENSG00000020129,NCDN,1,35557799,ENSG00000142687,KIAA0319L,-1,35557403
ENSG00000174842,GLMN,-1,92298987,ENSG00000122484,RPAP2,1,92299059
ENSG00000122484,RPAP2,1,92299059,ENSG00000174842,GLMN,-1,92298987
ENSG00000176261,ZBTB8OS,-1,32650550,ENSG00000162521,RBBP4,1,32651208
ENSG00000197622,CDC42SE1,-1,151059622,ENSG00000213190,MLLT11,1,151060397
ENSG00000213190,MLLT11,1,151060397,ENSG00000197622,CDC42SE1,-1,151059622
ENSG00000054277,OPN3,-1,241640369,ENSG00000203668,CHML,-1,241640369
ENSG00000203668,CHML,-1,241640369,ENSG00000054277,OPN3,-1,241640369
ENSG00000152763,DNAI4,-1,66924856,ENSG00000198160,MIER1,1,66924990
ENSG00000254685,FPGT,1,74198242,ENSG00000162620,LRRIQ3,-1,74198176
ENSG00000196550,FAM72A,-1,206202839,ENSG00000266028,SRGAP2,1,206203541
ENSG00000266028,SRGAP2,1,206203541,ENSG00000196550,FAM72A,-1,206202839
ENSG00000215883,CYB5RL,-1,54200030,ENSG00000116221,MRPL37,1,54200167
ENSG00000120334,CENPL,-1,173824883,ENSG00000117593,DARS2,1,173824673
ENSG00000189171,S100A13,-1,153627505,ENSG00000160678,S100A1,1,153628434
ENSG00000160678,S100A1,1,153628434,ENSG00000189171,S100A13,-1,153627505
ENSG00000117500,TMED5,-1,93180413,ENSG00000122483,CCDC18,1,93180724
ENSG00000122483,CCDC18,1,93180724,ENSG00000117500,TMED5,-1,93180413
ENSG00000177868,SVBP,-1,42817397,ENSG00000164010,ERMAP,1,42817122
ENSG00000163354,DCST2,-1,155033781,ENSG00000163357,DCST1,1,155033824
ENSG00000163357,DCST1,1,155033824,ENSG00000163354,DCST2,-1,155033781
ENSG00000215784,FAM72D,1,145095974,ENSG00000196369,SRGAP2B,-1,145095328
ENSG00000272031,ANKRD34A,-1,145964575,ENSG00000121851,POLR3GL,1,145964690
ENSG00000121851,POLR3GL,1,145964690,ENSG00000272031,ANKRD34A,-1,145964575
ENSG00000163462,TRIM46,1,155173849,ENSG00000163463,KRTCAP2,-1,155173304
ENSG00000143164,DCAF6,1,167936683,ENSG00000143158,MPC2,-1,167937072
ENSG00000122435,TRMT13,1,100133163,ENSG00000156876,SASS6,-1,100132930
ENSG00000116489,CAPZA1,1,112619832,ENSG00000007341,ST7L,-1,112619141
ENSG00000117475,BLZF1,1,169368195,ENSG00000143156,NME7,-1,169367797
ENSG00000127125,PPCS,1,42456543,ENSG00000066185,ZMYND12,-1,42456022
ENSG00000053372,MRTO4,1,19251805,ENSG00000127463,EMC1,-1,19251524
ENSG00000053371,AKR7A2,-1,19312144,ENSG00000040487,SLC66A1,1,19312326
ENSG00000040487,SLC66A1,1,19312326,ENSG00000053371,AKR7A2,-1,19312144
ENSG00000127463,EMC1,-1,19251524,ENSG00000053372,MRTO4,1,19251805
ENSG00000164008,C1orf50,1,42767249,ENSG00000117385,P3H1,-1,42767028
ENSG00000116455,WDR77,-1,111449256,ENSG00000116459,ATP5PB,1,111449464
ENSG00000116459,ATP5PB,1,111449464,ENSG00000116455,WDR77,-1,111449256
ENSG00000121933,TMIGD3,-1,111503633,ENSG00000282608,ADORA3,-1,111503633
ENSG00000282608,ADORA3,-1,111503633,ENSG00000121933,TMIGD3,-1,111503633
ENSG00000183291,SELENOF,-1,86914126,ENSG00000153936,HS2ST1,1,86914635
ENSG00000153936,HS2ST1,1,86914635,ENSG00000183291,SELENOF,-1,86914126
ENSG00000181218,H2AC25,-1,228457873,ENSG00000196890,H2BC26,1,228458103
ENSG00000196890,H2BC26,1,228458103,ENSG00000181218,H2AC25,-1,228457873
ENSG00000177000,MTHFR,-1,11805964,ENSG00000011021,CLCN6,1,11806191
ENSG00000225828,FAM229A,-1,32362485,ENSG00000162526,TSSK3,1,32362539
ENSG00000196369,SRGAP2B,-1,145095328,ENSG00000215784,FAM72D,1,145095974
ENSG00000066185,ZMYND12,-1,42456022,ENSG00000127125,PPCS,1,42456543
ENSG00000134684,YARS1,-1,32817358,ENSG00000116497,S100PBP,1,32817653
ENSG00000122218,COPA,-1,160343250,ENSG00000162736,NCSTN,1,160343383
ENSG00000152904,GGPS1,1,235328570,ENSG00000054267,ARID4B,-1,235328179
ENSG00000084623,EIF3I,1,32222407,ENSG00000160055,TMEM234,-1,32222353
ENSG00000143569,UBAP2L,1,154220955,ENSG00000143612,C1orf43,-1,154220590
ENSG00000143612,C1orf43,-1,154220590,ENSG00000143569,UBAP2L,1,154220955
ENSG00000142687,KIAA0319L,-1,35557403,ENSG00000020129,NCDN,1,35557799
ENSG00000116586,LAMTOR2,1,156054782,ENSG00000160803,UBQLN4,-1,156053798
ENSG00000134262,AP4B1,-1,113904799,ENSG00000118655,DCLRE1B,1,113905326
ENSG00000118655,DCLRE1B,1,113905326,ENSG00000134262,AP4B1,-1,113904799
ENSG00000116661,FBXO2,-1,11654429,ENSG00000132879,FBXO44,1,11654877
